W/L,Method,Frequency,Weight Class,Round of Comp.,Year
W,Bread Slicer,1,94KG,SF,2017
W,Calf Slicer,1,ABS,8F,2009
W,Choke F/ Omoplata,1,76KG,SF,2014
W,Copacabana Choke,1,77KG,SF,2000
W,Crucifix Choke,1,ABS,R1,2006
W,Flying Armbar,1,94KG,SF,2012
W,Gogoplata,1,O99KG,F,2013
W,Guillotina,1,ABS,R1,2017
W,Inside Heel Hook,1,77KG,SF,2007
W,Kimura/Triangle,1,ABS,R1,2015
W,Knee Ride,1,O100KG,F,2002
W,Monoplata,1,76KG,4F,2014
W,Mounted Triangle,1,88KG,R1,2013
W,Shoulder Lock,1,82KG,R2,2012
W,Standing Brabo Ck,1,64KG,SF,2012
W,Straight Ankle Lock,1,66KG,4F,2001
W,Straight Armlock,1,ABS,SF,2005
W,Triangle-Armbar,1,88KG,3PLC,2005
W,Violin Armlock,1,O83KG,SF,2018
W,Anaconda,2,ABS,GP,2007
W,Anaconda,2,66KG,4F,2009
W,Arm In Guillotine,2,ABS,SPF,2016
W,Arm In Guillotine,2,76KG,R2,2018
W,Choke From Mount,2,82KG,R2,2012
W,Choke From Mount,2,94KG,R2,2012
W,Collar Choke,2,70KG,4F,2012
W,Collar Choke,2,70KG,4F,2012
W,Dogbar,2,ABS,R2,2016
W,Dogbar,2,ABS,4F,2016
W,Estima Lock,2,88KG,SF,2009
W,Estima Lock,2,82KG,8F,2015
W,Knee On Belly,2,ABS,4F,2003
W,Knee On Belly,2,88KG,R2,2010
W,Lapel Choke,2,64KG,SF,2012
W,Lapel Choke,2,ABS,F,2015
W,Leglock,2,66KG,F,1999
W,Leglock,2,ABS,R2,2012
W,Bread Cutter,3,94KG,R1,2009
W,Bread Cutter,3,ABS,F,2015
W,Bread Cutter,3,94KG,RPC,2017
W,Footlock,3,ABS,SF,1998
W,Footlock,3,88KG,SF,1998
W,Footlock,3,O100KG,F,2010
W,Inverted Armbar,3,88KG,SF,1996
W,Inverted Armbar,3,88KG,4F,2012
W,Inverted Armbar,3,O100KG,4F,2014
W,Short Choke,3,73KG,SPF,2017
W,Short Choke,3,88KG,E1,2017
W,Short Choke,3,82KG,SF,2019
W,Shoulder Pressure,3,88KG,4F,2010
W,Shoulder Pressure,3,O79KG,F,2011
W,Shoulder Pressure,3,ABS,SF,2019
W,Amassa Pao Choke,4,ABS,SF,2014
W,Amassa Pao Choke,4,88KG,F,2014
W,Amassa Pao Choke,4,85KG,R1,2015
W,Amassa Pao Choke,4,ABS,8F,2017
W,Armbar,223,68KG,F,2005
W,Armbar,223,85KG,R1,2016
W,Armbar,223,82KG,R2,2017
W,Armbar,223,76KG,R1,2018
W,Darce Choke,4,70KG,SF,2007
W,Darce Choke,4,70KG,SF,2007
W,Darce Choke,4,88KG,4F,2009
W,Darce Choke,4,O60KG,4F,2013
W,Flying Triangle,4,82KG,F,2004
W,Flying Triangle,4,68KG,SF,2005
W,Flying Triangle,4,88KG,4F,2007
W,Flying Triangle,4,82KG,F,2017
W,Inverted Triangle,4,88KG,F,2009
W,Inverted Triangle,4,70KG,4F,2011
W,Inverted Triangle,4,70KG,SF,2013
W,Inverted Triangle,4,70KG,SF,2013
W,Arm In Ezekiel,6,ABS,F,2008
W,Arm In Ezekiel,6,76KG,4F,2008
W,Arm In Ezekiel,6,94KG,F,2012
W,Arm In Ezekiel,6,ABS,SF,2012
W,Arm In Ezekiel,6,ABS,F,2016
W,Arm In Ezekiel,6,ABS,SPF,2016
W,Pen,6,76KG,F,2000
W,Pen,6,88KG,F,2000
W,Pen,6,77KG,F,2001
W,Pen,6,88KG,SF,2001
W,Pen,6,66KG,F,2011
W,Pen,6,O94KG,SF,2013
W,Botinha,7,ABS,R1,2005
W,Botinha,7,O100KG,SF,2010
W,Botinha,7,O100KG,F,2010
W,Botinha,7,O100KG,4F,2013
W,Botinha,7,ABS,8F,2016
W,Botinha,7,ABS,8F,2016
W,Botinha,7,82KG,SF,2016
W,Clock Choke,8,ABS,SF,1998
W,Clock Choke,8,82KG,SF,2006
W,Clock Choke,8,ABS,F,2010
W,Clock Choke,8,ABS,SF,2012
W,Clock Choke,8,ABS,SF,2012
W,Clock Choke,8,ABS,SF,2013
W,Clock Choke,8,ABS,SPF,2014
W,Clock Choke,8,ABS,F,2015
W,Injury,8,70KG,R1,2003
W,Injury,8,77KG,R1,2005
W,Injury,8,ABS,F,2007
W,Injury,8,88KG,F,2008
W,Injury,8,ABS,F,2009
W,Injury,8,ABS,F,2015
W,Injury,8,ABS,R3,2015
W,Injury,8,77KG,F,2015
W,Triangle Armbar,8,ABS,4F,2002
W,Triangle Armbar,8,94KG,F,2006
W,Triangle Armbar,8,76KG,4F,2008
W,Triangle Armbar,8,100KG,4F,2013
W,Triangle Armbar,8,70KG,4F,2013
W,Triangle Armbar,8,70KG,R1,2014
W,Triangle Armbar,8,70KG,SF,2016
W,Triangle Armbar,8,ABS,R2,2016
W,Toe Hold,9,70KG,SF,2006
W,Toe Hold,9,70KG,SF,2006
W,Toe Hold,9,70KG,F,2008
W,Toe Hold,9,70KG,F,2008
W,Toe Hold,9,O100KG,4F,2011
W,Toe Hold,9,ABS,F,2011
W,Toe Hold,9,64KG,R1,2013
W,Toe Hold,9,ABS,SPF,2015
W,Toe Hold,9,60+KG,4F,2017
W,Heel Hook,10,ABS,R1,2005
W,Heel Hook,10,ABS,R1,2005
W,Heel Hook,10,63KG,F,2007
W,Heel Hook,10,77KG,4F,2007
W,Heel Hook,10,88KG,4F,2007
W,Heel Hook,10,72KG,SF,2008
W,Heel Hook,10,72KG,SF,2008
W,Heel Hook,10,ABS,NA,2009
W,Heel Hook,10,77KG,4F,2011
W,Heel Hook,10,O99KG,SF,2013
W,North South Choke,10,66KG,SF,2005
W,North South Choke,10,NA,NA,2005
W,North South Choke,10,ABS,SPF,2006
W,North South Choke,10,ABS,F,2007
W,North South Choke,10,ABS,R1,2007
W,North South Choke,10,77KG,F,2007
W,North South Choke,10,82KG,RD,2010
W,North South Choke,10,82KG,RD,2010
W,North South Choke,10,ABS,4F,2015
W,North South Choke,10,100KG,F,2015
W,Arm Triangle,12,ABS,4F,2009
W,Arm Triangle,12,ABS,SPF,2000
W,Arm Triangle,12,77KG,R1,2001
W,Arm Triangle,12,88KG,NA,2003
W,Arm Triangle,12,99KG,4F,2007
W,Arm Triangle,12,100KG,4F,2012
W,Arm Triangle,12,94KG,SF,2012
W,Arm Triangle,12,94KG,SF,2013
W,Arm Triangle,12,100KG,SF,2014
W,Arm Triangle,12,99KG,R1,2015
W,Arm Triangle,12,82KG,8F,2019
W,Arm Triangle,12,100KG,4F,2019
W,Baseball Choke,12,70KG,R2,2005
W,Baseball Choke,12,94KG,SF,2006
W,Baseball Choke,12,65KG,F,2011
W,Baseball Choke,12,100KG,SF,2012
W,Baseball Choke,12,64KG,F,2012
W,Baseball Choke,12,ABS,RDS,2013
W,Baseball Choke,12,64KG,R1,2013
W,Baseball Choke,12,ABS,SPF,2014
W,Baseball Choke,12,64KG,4F,2014
W,Baseball Choke,12,64KG,F,2014
W,Baseball Choke,12,ABS,RR,2015
W,Baseball Choke,12,O100KG,4F,2016
W,Americana,15,ABS,R1,2007
W,Americana,15,ABS,SF,2011
W,Americana,15,O72KG,RDS,2011
W,Americana,15,ABS,SF,2011
W,Americana,15,O60KG,SF,2011
W,Americana,15,ABS,F,2012
W,Americana,15,ABS,4F,2013
W,Americana,15,O79KG,F,2014
W,Americana,15,ABS,F,2014
W,Americana,15,ABS,F,2014
W,Americana,15,O79KG,F,2015
W,Americana,15,O75KG,SF,2015
W,Americana,15,ABS,R1,2015
W,Americana,15,60+KG,F,2017
W,Americana,15,124KG,SPF,2020
W,Ezekiel,15,ABS,SF,2001
W,Ezekiel,15,76KG,R1,2002
W,Ezekiel,15,88KG,SF,2004
W,Ezekiel,15,ABS,R1,2006
W,Ezekiel,15,94KG,F,2007
W,Ezekiel,15,ABS,R1,2007
W,Ezekiel,15,ABS,4F,2008
W,Ezekiel,15,100KG,SF,2009
W,Ezekiel,15,100KG,F,2009
W,Ezekiel,15,94KG,4F,2010
W,Ezekiel,15,82KG,SF,2012
W,Ezekiel,15,ABS,SF,2014
W,Ezekiel,15,94KG,F,2014
W,Ezekiel,15,82KG,8F,2018
W,Ezekiel,15,ABS,SF,2020
W,Dq,17,O108KG,SF,2005
W,Dq,17,82KG,SF,2006
W,Dq,17,70KG,R1,2008
W,Dq,17,70KG,R1,2008
W,Dq,17,70KG,SF,2009
W,Dq,17,70KG,SF,2009
W,Dq,17,O100KG,4F,2010
W,Dq,17,76KG,RDS,2011
W,Dq,17,ABS,R1,2011
W,Dq,17,ABS,4F,2012
W,Dq,17,82KG,F,2013
W,Dq,17,O100KG,SF,2013
W,Dq,17,88KG,SF,2014
W,Dq,17,85KG,SF,2017
W,Dq,17,76KG,SF,2017
W,Dq,17,100KG,R1,2017
W,Dq,17,82KG,F,2019
W,Omoplata,18,88KG,4F,2001
W,Omoplata,18,94KG,F,2004
W,Omoplata,18,70KG,R1,2004
W,Omoplata,18,100KG,F,2008
W,Omoplata,18,ABS,8F,2009
W,Omoplata,18,70KG,4F,2010
W,Omoplata,18,70KG,4F,2010
W,Omoplata,18,92KG,SF,2011
W,Omoplata,18,O92KG,SF,2011
W,Omoplata,18,ABS,R2,2011
W,Omoplata,18,ABS,4F,2012
W,Omoplata,18,ABS,4F,2013
W,Omoplata,18,70KG,R1,2013
W,Omoplata,18,70KG,R1,2013
W,Omoplata,18,77KG,4F,2013
W,Omoplata,18,82KG,R1,2015
W,Omoplata,18,99KG,R1,2015
W,Omoplata,18,79KG,8F,2015
W,Guillotine,19,O99KG,SF,2003
W,Guillotine,19,66KG,4F,2005
W,Guillotine,19,ABS,SPF,2006
W,Guillotine,19,63KG,SF,2007
W,Guillotine,19,77KG,R1,2007
W,Guillotine,19,77KG,SF,2007
W,Guillotine,19,66KG,4F,2009
W,Guillotine,19,77KG,R1,2009
W,Guillotine,19,77KG,4F,2009
W,Guillotine,19,77KG,SF,2009
W,Guillotine,19,83KG,F,2010
W,Guillotine,19,ABS,4F,2010
W,Guillotine,19,83KG,4F,2011
W,Guillotine,19,77KG,R1,2011
W,Guillotine,19,77KG,4F,2011
W,Guillotine,19,ABS,SF,2015
W,Guillotine,19,88KG,SF,2015
W,Guillotine,19,86KG,GP,2016
W,Guillotine,19,70KG,RR,2017
W,Brabo Choke,20,70KG,4F,2002
W,Brabo Choke,20,70KG,SPF,2002
W,Brabo Choke,20,O108KG,SF,2005
W,Brabo Choke,20,70KG,R1,2006
W,Brabo Choke,20,70KG,R1,2006
W,Brabo Choke,20,88KG,SF,2006
W,Brabo Choke,20,100KG,4F,2007
W,Brabo Choke,20,100KG,SF,2007
W,Brabo Choke,20,ABS,SF,2008
W,Brabo Choke,20,88KG,R1,2010
W,Brabo Choke,20,65KG,R1,2011
W,Brabo Choke,20,76KG,F,2011
W,Brabo Choke,20,64KG,R2,2012
W,Brabo Choke,20,70KG,R2,2012
W,Brabo Choke,20,70KG,F,2012
W,Brabo Choke,20,94KG,F,2013
W,Brabo Choke,20,64KG,F,2013
W,Brabo Choke,20,70KG,4F,2014
W,Brabo Choke,20,82KG,R1,2014
W,Brabo Choke,20,ABS,SPF,2015
W,Wristlock,23,100KG,F,1994
W,Wristlock,23,ABS,4F,1997
W,Wristlock,23,O100KG,R1,2003
W,Wristlock,23,82KG,4F,2004
W,Wristlock,23,ABS,SF,2005
W,Wristlock,23,77KG,F,2005
W,Wristlock,23,100KG,4F,2005
W,Wristlock,23,O100KG,NA,2010
W,Wristlock,23,88KG,SF,2010
W,Wristlock,23,100KG,4F,2010
W,Wristlock,23,82KG,F,2011
W,Wristlock,23,70KG,SF,2012
W,Wristlock,23,ABS,SF,2012
W,Wristlock,23,82KG,8F,2012
W,Wristlock,23,ABS,RDS,2013
W,Wristlock,23,70KG,SF,2013
W,Wristlock,23,ABS,R2,2014
W,Wristlock,23,ABS,SF,2014
W,Wristlock,23,70KG,R2,2014
W,Wristlock,23,70KG,SF,2015
W,Wristlock,23,94KG,4F,2016
W,Wristlock,23,ABS,SF,2017
W,Wristlock,23,88KG,SF,2018
W,Kneebar,24,ABS,8F,2016
W,Kneebar,24,ABS,GP,2000
W,Kneebar,24,O99KG,R1,2001
W,Kneebar,24,O88KG,4F,2003
W,Kneebar,24,82KG,F,2005
W,Kneebar,24,63KG,4F,2007
W,Kneebar,24,ABS,GP,2007
W,Kneebar,24,82KG,4F,2008
W,Kneebar,24,O99KG,R1,2009
W,Kneebar,24,ABS,SF,2009
W,Kneebar,24,70KG,R1,2010
W,Kneebar,24,77KG,R1,2011
W,Kneebar,24,ABS,RDS,2013
W,Kneebar,24,88KG,R1,2013
W,Kneebar,24,O100KG,SF,2014
W,Kneebar,24,O100KG,F,2014
W,Kneebar,24,ABS,R2,2015
W,Kneebar,24,100KG,SF,2015
W,Kneebar,24,88KG,R1,2015
W,Kneebar,24,ABS,4F,2015
W,Kneebar,24,100KG,SF,2015
W,Kneebar,24,85KG,SF,2016
W,Kneebar,24,85KG,F,2017
W,Kneebar,24,88KG,F,2020
W,Bow And Arrow,25,ABS,R1,2002
W,Bow And Arrow,25,108KG,SF,2005
W,Bow And Arrow,25,70KG,F,2007
W,Bow And Arrow,25,70KG,F,2007
W,Bow And Arrow,25,70KG,4F,2008
W,Bow And Arrow,25,70KG,4F,2008
W,Bow And Arrow,25,70KG,F,2009
W,Bow And Arrow,25,70KG,F,2009
W,Bow And Arrow,25,76KG,4F,2010
W,Bow And Arrow,25,76KG,4F,2010
W,Bow And Arrow,25,76KG,4F,2012
W,Bow And Arrow,25,70KG,SF,2012
W,Bow And Arrow,25,70KG,SF,2012
W,Bow And Arrow,25,ABS,4F,2012
W,Bow And Arrow,25,ABS,R2,2013
W,Bow And Arrow,25,82KG,R2,2013
W,Bow And Arrow,25,ABS,RDS,2013
W,Bow And Arrow,25,ABS,SF,2014
W,Bow And Arrow,25,ABS,8F,2015
W,Bow And Arrow,25,70KG,8F,2015
W,Bow And Arrow,25,ABS,RD,2016
W,Bow And Arrow,25,70KG,SF,2017
W,Bow And Arrow,25,70KG,SF,2017
W,Bow And Arrow,25,82KG,8F,2017
W,Bow And Arrow,25,94KG,4F,2017
W,Mounted X Choke,30,70KG,SPF,2004
W,Mounted X Choke,30,82KG,F,2006
W,Mounted X Choke,30,100KG,F,2006
W,Mounted X Choke,30,ABS,SF,2006
W,Mounted X Choke,30,88KG,4F,2007
W,Mounted X Choke,30,82KG,4F,2007
W,Mounted X Choke,30,88KG,SF,2007
W,Mounted X Choke,30,ABS,SF,2008
W,Mounted X Choke,30,88KG,4F,2008
W,Mounted X Choke,30,88KG,8F,2009
W,Mounted X Choke,30,ABS,R1,2010
W,Mounted X Choke,30,94KG,R1,2010
W,Mounted X Choke,30,O100KG,R1,2010
W,Mounted X Choke,30,ABS,SF,2012
W,Mounted X Choke,30,ABS,R2,2012
W,Mounted X Choke,30,88KG,F,2012
W,Mounted X Choke,30,ABS,F,2012
W,Mounted X Choke,30,88KG,F,2013
W,Mounted X Choke,30,94KG,4F,2013
W,Mounted X Choke,30,82KG,8F,2015
W,Mounted X Choke,30,88KG,4F,2016
W,Mounted X Choke,30,88KG,SF,2016
W,Mounted X Choke,30,ABS,R1,2016
W,Mounted X Choke,30,94KG,F,2017
W,Mounted X Choke,30,82KG,8F,2017
W,Mounted X Choke,30,85KG,SPF,2018
W,Mounted X Choke,30,112KG,SPF,2020
W,Mounted X Choke,30,94KG,SF,2020
W,Mounted X Choke,30,94KG,F,2020
W,Mounted X Choke,30,88KG,R1,2020
W,Kimura,36,O100KG,R1,2002
W,Kimura,36,O100KG,R1,2003
W,Kimura,36,100KG,SF,2006
W,Kimura,36,88KG,4F,2006
W,Kimura,36,99KG,4F,2007
W,Kimura,36,99KG,4F,2007
W,Kimura,36,100KG,4F,2008
W,Kimura,36,100KG,SF,2008
W,Kimura,36,ABS,R1,2008
W,Kimura,36,66KG,SF,2009
W,Kimura,36,66KG,SF,2009
W,Kimura,36,O99KG,R1,2009
W,Kimura,36,88KG,4F,2009
W,Kimura,36,74KG,4F,2010
W,Kimura,36,ABS,4F,2012
W,Kimura,36,70KG,R3,2012
W,Kimura,36,ABS,SPF,2012
W,Kimura,36,94KG,R1,2012
W,Kimura,36,88KG,R1,2013
W,Kimura,36,ABS,F,2013
W,Kimura,36,66KG,R1,2013
W,Kimura,36,ABS,F,2014
W,Kimura,36,88KG,4F,2014
W,Kimura,36,ABS,SF,2014
W,Kimura,36,ABS,SF,2014
W,Kimura,36,100KG,SF,2015
W,Kimura,36,88KG,R1,2015
W,Kimura,36,88KG,4F,2015
W,Kimura,36,88KG,R1,2016
W,Kimura,36,94KG,4F,2016
W,Kimura,36,94KG,4F,2016
W,Kimura,36,94KG,4F,2017
W,Kimura,36,88KG,8F,2017
W,Kimura,36,O60KG,F,2019
W,Kimura,36,ABS,SPF,2019
W,Kimura,36,N/A,SPF,2021
W,Cross Choke,44,ABS,4F,1998
W,Cross Choke,44,82KG,F,2002
W,Cross Choke,44,82KG,F,2002
W,Cross Choke,44,ABS,R2,2004
W,Cross Choke,44,ABS,SF,2004
W,Cross Choke,44,ABS,4F,2005
W,Cross Choke,44,ABS,SF,2005
W,Cross Choke,44,ABS,4F,2006
W,Cross Choke,44,88KG,F,2006
W,Cross Choke,44,100KG,SF,2007
W,Cross Choke,44,ABS,4F,2007
W,Cross Choke,44,70KG,SF,2008
W,Cross Choke,44,70KG,SF,2008
W,Cross Choke,44,O100KG,F,2008
W,Cross Choke,44,ABS,4F,2008
W,Cross Choke,44,76KG,F,2009
W,Cross Choke,44,88KG,4F,2009
W,Cross Choke,44,ABS,8F,2009
W,Cross Choke,44,100KG,4F,2009
W,Cross Choke,44,ABS,4F,2009
W,Cross Choke,44,ABS,SF,2009
W,Cross Choke,44,ABS,F,2009
W,Cross Choke,44,88KG,SF,2010
W,Cross Choke,44,64KG,4F,2011
W,Cross Choke,44,70KG,8F,2012
W,Cross Choke,44,70KG,8F,2012
W,Cross Choke,44,ABS,SF,2012
W,Cross Choke,44,88KG,F,2012
W,Cross Choke,44,88KG,R2,2013
W,Cross Choke,44,ABS,4F,2014
W,Cross Choke,44,88KG,SF,2014
W,Cross Choke,44,70KG,4F,2014
W,Cross Choke,44,ABS,R2,2016
W,Cross Choke,44,ABS,4F,2016
W,Cross Choke,44,88KG,8F,2016
W,Cross Choke,44,85KG,4F,2016
W,Cross Choke,44,88KG,8F,2016
W,Cross Choke,44,88KG,SF,2016
W,Cross Choke,44,ABS,8F,2016
W,Cross Choke,44,85KG,4F,2016
W,Cross Choke,44,ABS,SPF,2016
W,Cross Choke,44,82KG,8F,2017
W,Cross Choke,44,82KG,4F,2017
W,Cross Choke,44,85KG,SPF,2018
W,Submission,61,88KG,SF,1996
W,Submission,61,70KG,R1,1997
W,Submission,61,70KG,4F,1997
W,Submission,61,88KG,4F,1998
W,Submission,61,ABS,4F,1998
W,Submission,61,66KG,R1,2003
W,Submission,61,100KG,R1,2004
W,Submission,61,ABS,R1,2004
W,Submission,61,64KG,F,2005
W,Submission,61,82KG,R1,2005
W,Submission,61,82KG,SF,2005
W,Submission,61,ABS,R1,2006
W,Submission,61,O100KG,4F,2006
W,Submission,61,77KG,R1,2007
W,Submission,61,77KG,R1,2007
W,Submission,61,99KG,R1,2007
W,Submission,61,ABS,SF,2007
W,Submission,61,O100KG,R1,2008
W,Submission,61,70KG,4F,2008
W,Submission,61,94KG,SF,2009
W,Submission,61,O92KG,SF,2011
W,Submission,61,94KG,SF,2011
W,Submission,61,76KG,RDS,2011
W,Submission,61,82KG,RDS,2011
W,Submission,61,82KG,RDS,2011
W,Submission,61,88KG,RDS,2011
W,Submission,61,88KG,RDS,2011
W,Submission,61,O100KG,SF,2011
W,Submission,61,88KG,4F,2011
W,Submission,61,88KG,R1,2012
W,Submission,61,88KG,R1,2012
W,Submission,61,88KG,4F,2012
W,Submission,61,ABS,4F,2012
W,Submission,61,ABS,R2,2012
W,Submission,61,70KG,R2,2012
W,Submission,61,100KG,R2,2012
W,Submission,61,ABS,R1,2013
W,Submission,61,82KG,SF,2014
W,Submission,61,100KG,R1,2014
W,Submission,61,100KG,SF,2014
W,Submission,61,ABS,R2,2014
W,Submission,61,64KG,8F,2014
W,Submission,61,88KG,4F,2014
W,Submission,61,88KG,F,2014
W,Submission,61,ABS,RDS,2014
W,Submission,61,94KG,SF,2015
W,Submission,61,ABS,SF,2015
W,Submission,61,ABS,F,2015
W,Submission,61,O100KG,4F,2016
W,Submission,61,94KG,SF,2017
W,Submission,61,94KG,R1,2017
W,Submission,61,94KG,4F,2017
W,Submission,61,94KG,SF,2017
W,Submission,61,94KG,4F,2017
W,Submission,61,94KG,SF,2017
W,Submission,61,94KG,F,2017
W,Submission,61,ABS,R1,2017
W,Submission,61,85KG,4F,2017
W,Submission,61,82KG,SF,2019
W,Submission,61,82KG,F,2019
W,Submission,61,100KG,F,2021
W,Adv,67,79KG,4F,2015
W,Adv,67,70KG,F,1997
W,Adv,67,76KG,F,1997
W,Adv,67,82KG,4F,1997
W,Adv,67,82KG,SF,1997
W,Adv,67,82KG,F,1997
W,Adv,67,ABS,SF,1998
W,Adv,67,76KG,F,1998
W,Adv,67,94KG,SF,1998
W,Adv,67,100KG,SF,1998
W,Adv,67,ABS,F,1998
W,Adv,67,94KG,SPF,1998
W,Adv,67,ABS,4F,1999
W,Adv,67,70KG,SF,1999
W,Adv,67,88KG,R1,1999
W,Adv,67,88KG,4F,1999
W,Adv,67,88KG,SF,1999
W,Adv,67,88KG,F,1999
W,Adv,67,66KG,4F,1999
W,Adv,67,76KG,SF,2000
W,Adv,67,77KG,4F,2000
W,Adv,67,77KG,3PLC,2000
W,Adv,67,ABS,GP,2000
W,Adv,67,76KG,F,2001
W,Adv,67,82KG,SF,2003
W,Adv,67,88KG,4F,2005
W,Adv,67,O88KG,F,2006
W,Adv,67,94KG,SF,2008
W,Adv,67,94KG,F,2008
W,Adv,67,ABS,4F,2008
W,Adv,67,94KG,F,2009
W,Adv,67,76KG,F,2009
W,Adv,67,94KG,F,2009
W,Adv,67,88KG,SF,2009
W,Adv,67,64KG,SF,2009
W,Adv,67,64KG,F,2009
W,Adv,67,82KG,4F,2009
W,Adv,67,94KG,4F,2009
W,Adv,67,64KG,F,2010
W,Adv,67,76KG,SF,2010
W,Adv,67,ABS,F,2010
W,Adv,67,76KG,R2,2010
W,Adv,67,ABS,4F,2010
W,Adv,67,88KG,F,2011
W,Adv,67,83KG,R1,2011
W,Adv,67,92KG,4F,2011
W,Adv,67,94KG,4F,2011
W,Adv,67,83KG,SF,2011
W,Adv,67,82KG,F,2011
W,Adv,67,70KG,F,2011
W,Adv,67,70KG,F,2011
W,Adv,67,70KG,F,2012
