W/L,Method,Frequency,Weight Class,Round of Comp.,Year
W,Points,979,100KG,SF,2008
W,Points,979,100KG,F,2008
W,Points,979,O100KG,SF,2008
W,Points,979,ABS,F,2008
W,Points,979,72KG,F,2008
W,Points,979,72KG,F,2008
W,Points,979,O99KG,4F,2008
W,Points,979,O99KG,3PLC,2008
W,Points,979,88KG,SF,2008
W,Points,979,77KG,4F,2008
W,Points,979,70KG,SF,2008
W,Points,979,70KG,SF,2008
W,Points,979,70KG,SF,2008
W,Points,979,70KG,F,2008
W,Points,979,70KG,F,2008
W,Points,979,ABS,F,2008
W,Points,979,100KG,F,2009
W,Points,979,ABS,F,2009
W,Points,979,ABS,R2,2009
W,Points,979,ABS,4F,2009
W,Points,979,65KG,R1,2009
W,Points,979,65KG,4F,2009
W,Points,979,65KG,SF,2009
W,Points,979,65KG,F,2009
W,Points,979,94KG,4F,2009
W,Points,979,94KG,SF,2009
W,Points,979,70KG,4F,2009
W,Points,979,70KG,SF,2009
W,Points,979,ABS,4F,2009
W,Points,979,ABS,4F,2009
W,Points,979,ABS,4F,2009
W,Points,979,ABS,4F,2009
W,Points,979,ABS,SF,2009
W,Points,979,ABS,F,2009
W,Points,979,76KG,F,2009
W,Points,979,94KG,F,2009
W,Points,979,77KG,R1,2009
W,Points,979,77KG,4F,2009
W,Points,979,88KG,F,2009
W,Points,979,66KG,R1,2009
W,Points,979,66KG,F,2009
W,Points,979,88KG,R1,2009
W,Points,979,88KG,R1,2009
W,Points,979,88KG,4F,2009
W,Points,979,88KG,4F,2009
W,Points,979,88KG,SF,2009
W,Points,979,99KG,R1,2009
W,Points,979,99KG,R1,2009
W,Points,979,99KG,SF,2009
W,Points,979,99KG,F,2009
W,Points,979,O99KG,R1,2009
W,Points,979,O99KG,4F,2009
W,Points,979,O99KG,4F,2009
W,Points,979,O99KG,SF,2009
W,Points,979,O99KG,F,2009
W,Points,979,ABS,R1,2009
W,Points,979,ABS,4F,2009
W,Points,979,ABS,SF,2009
W,Points,979,64KG,4F,2009
W,Points,979,70KG,4F,2009
W,Points,979,70KG,4F,2009
W,Points,979,76KG,4F,2009
W,Points,979,76KG,SF,2009
W,Points,979,76KG,F,2009
W,Points,979,82KG,SF,2009
W,Points,979,88KG,4F,2009
W,Points,979,88KG,4F,2009
W,Points,979,94KG,F,2009
W,Points,979,100KG,R1,2009
W,Points,979,O100KG,SF,2009
W,Points,979,ABS,R1,2009
W,Points,979,76KG,F,2009
W,Points,979,100KG,F,2009
W,Points,979,ABS,SF,2010
W,Points,979,70KG,F,2010
W,Points,979,70KG,F,2010
W,Points,979,O100KG,F,2010
W,Points,979,ABS,SF,2010
W,Points,979,65KG,SF,2010
W,Points,979,83KG,SF,2010
W,Points,979,70KG,F,2010
W,Points,979,70KG,F,2010
W,Points,979,88KG,R1,2010
W,Points,979,88KG,F,2010
W,Points,979,94KG,4F,2010
W,Points,979,94KG,SF,2010
W,Points,979,94KG,F,2010
W,Points,979,ABS,R1,2010
W,Points,979,ABS,R2,2010
W,Points,979,ABS,4F,2010
W,Points,979,ABS,4F,2010
W,Points,979,ABS,SF,2010
W,Points,979,ABS,SF,2010
W,Points,979,ABS,F,2010
W,Points,979,65KG,F,2010
W,Points,979,74KG,R1,2010
W,Points,979,83KG,F,2010
W,Points,979,O63KG,F,2010
W,Points,979,O72KG,F,2010
W,Points,979,64KG,F,2010
W,Points,979,70KG,F,2010
W,Points,979,ABS,F,2010
W,Points,979,O79KG,F,2010
W,Points,979,70KG,R1,2010
W,Points,979,70KG,F,2010
W,Points,979,76KG,R1,2010
W,Points,979,82KG,4F,2010
W,Points,979,82KG,4F,2010
W,Points,979,82KG,SF,2010
W,Points,979,82KG,SF,2010
W,Points,979,82KG,F,2010
W,Points,979,88KG,4F,2010
W,Points,979,94KG,R1,2010
W,Points,979,94KG,4F,2010
W,Points,979,94KG,4F,2010
W,Points,979,94KG,SF,2010
W,Points,979,94KG,F,2010
W,Points,979,100KG,F,2010
W,Points,979,ABS,SF,2010
W,Points,979,ABS,SF,2010
W,Points,979,77KG,F,2011
W,Points,979,O92KG,F,2011
W,Points,979,ABS,4F,2011
W,Points,979,ABS,SF,2011
W,Points,979,ABS,F,2011
W,Points,979,70KG,4F,2011
W,Points,979,83KG,SF,2011
W,Points,979,92KG,F,2011
W,Points,979,O92KG,F,2011
W,Points,979,ABS,F,2011
W,Points,979,O79KG,F,2011
W,Points,979,82KG,SF,2011
W,Points,979,88KG,F,2011
W,Points,979,94KG,F,2011
W,Points,979,O100KG,SF,2011
W,Points,979,O100KG,F,2011
W,Points,979,ABS,F,2011
W,Points,979,65KG,SF,2011
W,Points,979,83KG,4F,2011
W,Points,979,83KG,F,2011
W,Points,979,92KG,SF,2011
W,Points,979,92KG,F,2011
W,Points,979,ABS,4F,2011
W,Points,979,ABS,4F,2011
W,Points,979,ABS,4F,2011
W,Points,979,ABS,SF,2011
W,Points,979,O72KG,F,2011
W,Points,979,64KG,R1,2011
W,Points,979,92KG,F,2011
W,Points,979,O92KG,F,2011
W,Points,979,ABS,4F,2011
W,Points,979,76KG,SF,2011
W,Points,979,ABS,R1,2011
W,Points,979,ABS,R2,2011
W,Points,979,ABS,4F,2011
W,Points,979,ABS,4F,2011
W,Points,979,ABS,SF,2011
W,Points,979,ABS,F,2011
W,Points,979,82KG,RDS,2011
W,Points,979,94KG,RDS,2011
W,Points,979,70KG,4F,2011
W,Points,979,70KG,4F,2011
W,Points,979,70KG,4F,2011
W,Points,979,76KG,4F,2011
W,Points,979,82KG,4F,2011
W,Points,979,88KG,4F,2011
W,Points,979,64KG,SF,2011
W,Points,979,70KG,SF,2011
W,Points,979,88KG,SF,2011
W,Points,979,94KG,SF,2011
W,Points,979,O100KG,SF,2011
W,Points,979,70KG,F,2011
W,Points,979,82KG,F,2011
W,Points,979,94KG,F,2011
W,Points,979,O100KG,F,2011
W,Points,979,ABS,F,2011
W,Points,979,ABS,NA,2011
W,Points,979,ABS,NA,2011
W,Points,979,ABS,4F,2011
W,Points,979,ABS,SF,2011
W,Points,979,65KG,SF,2011
W,Points,979,O92,F,2011
W,Points,979,ABS,SF,2011
W,Points,979,ABS,F,2011
W,Points,979,66KG,R1,2011
W,Points,979,66KG,R1,2011
W,Points,979,77KG,R1,2011
W,Points,979,88KG,R1,2011
W,Points,979,99KG,R1,2011
W,Points,979,O99KG,R1,2011
W,Points,979,66KG,4F,2011
W,Points,979,66KG,4F,2011
W,Points,979,66KG,4F,2011
W,Points,979,77KG,4F,2011
W,Points,979,88KG,4F,2011
W,Points,979,99KG,4F,2011
W,Points,979,66KG,SF,2011
W,Points,979,66KG,SF,2011
W,Points,979,66KG,SF,2011
W,Points,979,77KG,SF,2011
W,Points,979,77KG,SF,2011
W,Points,979,88KG,SF,2011
W,Points,979,O99KG,SF,2011
W,Points,979,99KG,3PLC,2011
W,Points,979,88KG,F,2011
W,Points,979,O60KG,F,2011
W,Points,979,ABS,4F,2011
W,Points,979,ABS,4F,2011
W,Points,979,ABS,SF,2011
W,Points,979,ABS,3PLC,2011
W,Points,979,ABS,SPF,2011
W,Points,979,ABS,SPF,2011
W,Points,979,O60KG,F,2011
W,Points,979,ABS,R2,2011
W,Points,979,ABS,R2,2011
W,Points,979,88KG,SF,2011
W,Points,979,88KG,F,2011
W,Points,979,ABS,SPF,2011
W,Points,979,70KG,F,2012
W,Points,979,ABS,F,2012
W,Points,979,76KG,4F,2012
W,Points,979,76KG,F,2012
W,Points,979,100KG,F,2012
W,Points,979,ABS,SF,2012
W,Points,979,ABS,F,2012
W,Points,979,64KG,4F,2012
W,Points,979,82KG,R2,2012
W,Points,979,82KG,R2,2012
W,Points,979,82KG,SF,2012
W,Points,979,82KG,F,2012
W,Points,979,94KG,R2,2012
W,Points,979,100KG,4F,2012
W,Points,979,O100KG,SF,2012
W,Points,979,O100KG,F,2012
W,Points,979,ABS,SPF,2012
W,Points,979,65KG,F,2012
W,Points,979,83KG,F,2012
W,Points,979,92KG,SF,2012
W,Points,979,92KG,F,2012
W,Points,979,ABS,F,2012
W,Points,979,ABS,F,2012
W,Points,979,82KG,4F,2012
W,Points,979,82KG,F,2012
W,Points,979,88KG,4F,2012
W,Points,979,88KG,SF,2012
W,Points,979,99KG,SF,2012
W,Points,979,99KG,F,2012
W,Points,979,O99KG,SF,2012
W,Points,979,ABS,SF,2012
W,Points,979,ABS,F,2012
W,Points,979,O72KG,F,2012
W,Points,979,ABS,F,2012
W,Points,979,88KG,4F,2012
W,Points,979,82KG,F,2012
W,Points,979,ABS,SF,2012
W,Points,979,ABS,R2,2012
W,Points,979,ABS,R2,2012
W,Points,979,ABS,R2,2012
W,Points,979,64KG,4F,2012
W,Points,979,70KG,R2,2012
W,Points,979,70KG,R2,2012
W,Points,979,70KG,4F,2012
W,Points,979,70KG,4F,2012
W,Points,979,70KG,SF,2012
W,Points,979,82KG,4F,2012
W,Points,979,82KG,SF,2012
W,Points,979,82KG,SF,2012
W,Points,979,82KG,F,2012
W,Points,979,88KG,R2,2012
W,Points,979,88KG,4F,2012
W,Points,979,88KG,SF,2012
W,Points,979,94KG,4F,2012
W,Points,979,94KG,F,2012
W,Points,979,O100KG,4F,2012
W,Points,979,O100KG,SF,2012
W,Points,979,94KG,4F,2012
W,Points,979,94KG,4F,2012
W,Points,979,88KG,SF,2012
W,Points,979,ABS,NA,2012
W,Points,979,88KG,4F,2012
W,Points,979,100KG,4F,2012
W,Points,979,100KG,SF,2012
W,Points,979,ABS,R1,2012
W,Points,979,ABS,4F,2012
W,Points,979,ABS,SF,2012
W,Points,979,ABS,F,2012
W,Points,979,82KG,SF,2012
W,Points,979,ABS,SF,2012
W,Points,979,85KG,NA,2013
W,Points,979,100KG,GP,2013
W,Points,979,100KG,GP,2013
W,Points,979,100KG,GP,2013
W,Points,979,100KG,GP,2013
W,Points,979,100KG,GP,2013
W,Points,979,100KG,GP,2013
W,Points,979,100KG,GP,2013
W,Points,979,100KG,GP,2013
W,Points,979,ABS,4F,2013
W,Points,979,ABS,SF,2013
W,Points,979,70KG,F,2013
W,Points,979,70KG,F,2013
W,Points,979,76KG,F,2013
W,Points,979,82KG,4F,2013
W,Points,979,82KG,4F,2013
W,Points,979,82KG,SF,2013
W,Points,979,88KG,SF,2013
W,Points,979,100KG,F,2013
W,Points,979,ABS,4F,2013
W,Points,979,ABS,SF,2013
W,Points,979,64KG,4F,2013
W,Points,979,64KG,SF,2013
W,Points,979,64KG,F,2013
W,Points,979,70KG,R1,2013
W,Points,979,70KG,SF,2013
W,Points,979,70KG,SF,2013
W,Points,979,70KG,SF,2013
W,Points,979,76KG,R2,2013
W,Points,979,88KG,R1,2013
W,Points,979,ABS,F,2013
W,Points,979,82KG,R1,2013
W,Points,979,82KG,4F,2013
W,Points,979,94KG,SF,2013
W,Points,979,100KG,SF,2013
W,Points,979,100KG,F,2013
W,Points,979,O100KG,F,2013
W,Points,979,ABS,R1,2013
W,Points,979,ABS,R1,2013
W,Points,979,ABS,SF,2013
W,Points,979,ABS,RDS,2013
W,Points,979,ABS,4F,2013
W,Points,979,70KG,4F,2013
W,Points,979,70KG,4F,2013
W,Points,979,70KG,4F,2013
W,Points,979,76KG,4F,2013
W,Points,979,76KG,SF,2013
W,Points,979,82KG,4F,2013
W,Points,979,82KG,4F,2013
W,Points,979,82KG,SF,2013
W,Points,979,82KG,F,2013
W,Points,979,88KG,SF,2013
W,Points,979,88KG,SF,2013
W,Points,979,94KG,4F,2013
W,Points,979,100KG,4F,2013
W,Points,979,100KG,F,2013
W,Points,979,ABS,SPF,2013
W,Points,979,ABS,SPF,2013
W,Points,979,O60KG,SF,2013
W,Points,979,66KG,4F,2013
W,Points,979,66KG,4F,2013
W,Points,979,66KG,SF,2013
W,Points,979,66KG,SF,2013
W,Points,979,66KG,SF,2013
W,Points,979,77KG,R1,2013
W,Points,979,77KG,SF,2013
W,Points,979,88KG,4F,2013
W,Points,979,88KG,SF,2013
W,Points,979,88KG,SF,2013
W,Points,979,88KG,F,2013
W,Points,979,O100KG,SF,2013
W,Points,979,70KG,SF,2013
W,Points,979,70KG,SF,2013
W,Points,979,70KG,SF,2014
W,Points,979,70KG,F,2014
W,Points,979,82KG,F,2014
W,Points,979,O100KG,F,2014
W,Points,979,ABS,R2,2014
W,Points,979,ABS,R3,2014
W,Points,979,ABS,4F,2014
W,Points,979,ABS,SF,2014
W,Points,979,70KG,SF,2014
W,Points,979,76KG,R1,2014
W,Points,979,82KG,4F,2014
W,Points,979,94KG,4F,2014
W,Points,979,85KG,NA,2014
W,Points,979,ABS,4F,2014
W,Points,979,ABS,SF,2014
W,Points,979,ABS,SF,2014
W,Points,979,94KG,4F,2014
W,Points,979,O72KG,F,2014
W,Points,979,ABS,F,2014
W,Points,979,ABS,R1,2014
W,Points,979,ABS,R1,2014
W,Points,979,ABS,R1,2014
W,Points,979,ABS,R1,2014
W,Points,979,ABS,4F,2014
W,Points,979,82KG,R1,2014
W,Points,979,88KG,R1,2014
W,Points,979,88KG,4F,2014
W,Points,979,88KG,SF,2014
W,Points,979,88KG,F,2014
W,Points,979,94KG,R1,2014
W,Points,979,94KG,SF,2014
W,Points,979,100KG,SF,2014
W,Points,979,ABS,R3,2014
W,Points,979,ABS,4F,2014
W,Points,979,64KG,SF,2014
W,Points,979,70KG,RDS,2014
W,Points,979,70KG,RDS,2014
W,Points,979,70KG,SF,2014
W,Points,979,70KG,SF,2014
W,Points,979,70KG,F,2014
W,Points,979,76KG,R1,2014
W,Points,979,82KG,RDS,2014
W,Points,979,82KG,4F,2014
W,Points,979,88KG,SF,2014
W,Points,979,94KG,4F,2014
W,Points,979,94KG,SF,2014
W,Points,979,100KG,SF,2014
W,Points,979,ABS,SF,2014
W,Points,979,ABS,F,2014
W,Points,979,ABS,F,2014
W,Points,979,ABS,RDS,2014
W,Points,979,ABS,SPF,2014
W,Points,979,ABS,F,2014
W,Points,979,85KG,GP,2014
W,Points,979,85KG,GP,2014
W,Points,979,ABS,4F,2014
W,Points,979,75KG,SF,2015
W,Points,979,85KG,4F,2015
W,Points,979,85KG,F,2015
W,Points,979,76KG,R2,2015
W,Points,979,76KG,4F,2015
W,Points,979,76KG,SF,2015
W,Points,979,88KG,F,2015
W,Points,979,ABS,F,2015
W,Points,979,ABS,R2,2015
W,Points,979,ABS,R3,2015
W,Points,979,ABS,4F,2015
W,Points,979,ABS,SF,2015
W,Points,979,82KG,R3,2015
W,Points,979,82KG,SF,2015
W,Points,979,100KG,4F,2015
W,Points,979,99KG,R1,2015
W,Points,979,88KG,F,2015
W,Points,979,75KG,R1,2015
W,Points,979,75KG,4F,2015
W,Points,979,85KG,R2,2015
W,Points,979,O95KG,R1,2015
W,Points,979,O75KG,4F,2015
W,Points,979,O75KG,F,2015
W,Points,979,ABS,R2,2015
W,Points,979,ABS,4F,2015
W,Points,979,ABS,3RD,2015
W,Points,979,70KG,4F,2015
W,Points,979,70KG,4F,2015
W,Points,979,70KG,F,2015
W,Points,979,76KG,8F,2015
W,Points,979,76KG,4F,2015
W,Points,979,76KG,SF,2015
W,Points,979,82KG,4F,2015
W,Points,979,82KG,4F,2015
W,Points,979,82KG,SF,2015
W,Points,979,82KG,F,2015
W,Points,979,94KG,4F,2015
W,Points,979,94KG,SF,2015
W,Points,979,94KG,F,2015
W,Points,979,100KG,F,2015
W,Points,979,77KG,SF,2015
W,Points,979,99KG,SF,2015
W,Points,979,88KG,R1,2015
W,Points,979,66KG,4F,2015
W,Points,979,66KG,4F,2015
W,Points,979,66KG,F,2015
W,Points,979,66KG,F,2015
W,Points,979,ABS,R1,2015
W,Points,979,ABS,4F,2015
W,Points,979,ABS,F,2015
W,Points,979,ABS,SPF,2015
W,Points,979,82KG,SF,2015
W,Points,979,82KG,F,2015
W,Points,979,77KG,4F,2015
W,Points,979,77KG,SF,2015
W,Points,979,73KG,4F,2015
W,Points,979,73KG,SF,2015
W,Points,979,73KG,F,2015
W,Points,979,82KG,SF,2015
W,Points,979,82KG,F,2015
W,Points,979,ABS,SPF,2015
W,Points,979,94KG,F,2015
W,Points,979,ABS,F,2015
W,Points,979,77KG,8F,2015
W,Points,979,77KG,4F,2015
W,Points,979,77KG,F,2015
W,Points,979,82KG,R1,2016
W,Points,979,82KG,4F,2016
W,Points,979,88KG,SF,2016
W,Points,979,ABS,4F,2016
W,Points,979,ABS,R1,2016
W,Points,979,ABS,R2,2016
W,Points,979,85KG,8F,2016
W,Points,979,85KG,8F,2016
W,Points,979,85KG,4F,2016
W,Points,979,94KG,8F,2016
W,Points,979,70KG,SF,2016
W,Points,979,70KG,F,2016
W,Points,979,70KG,4F,2016
W,Points,979,70KG,4F,2016
W,Points,979,70KG,4F,2016
W,Points,979,70KG,F,2016
W,Points,979,76KG,R2,2016
W,Points,979,82KG,R2,2016
W,Points,979,82KG,R2,2016
W,Points,979,82KG,8F,2016
W,Points,979,82KG,8F,2016
W,Points,979,82KG,4F,2016
W,Points,979,82KG,SF,2016
W,Points,979,88KG,4F,2016
W,Points,979,94KG,4F,2016
W,Points,979,94KG,SF,2016
W,Points,979,100KG,R1,2016
W,Points,979,ABS,R2,2016
W,Points,979,ABS,4F,2016
W,Points,979,86KG,GP,2016
W,Points,979,94KG,F,2016
W,Points,979,88KG,SF,2016
W,Points,979,88KG,F,2016
W,Points,979,ABS,SF,2016
W,Points,979,ABS,F,2016
W,Points,979,105KG,RR,2016
W,Points,979,94KG,R1,2016
W,Points,979,94KG,4F,2016
W,Points,979,94KG,SF,2016
W,Points,979,94KG,F,2017
W,Points,979,ABS,4F,2017
W,Points,979,70KG,F,2017
W,Points,979,70KG,F,2017
W,Points,979,77KG,RR,2017
W,Points,979,77KG,RR,2017
W,Points,979,75KG,4F,2017
W,Points,979,85KG,4F,2017
W,Points,979,70KG,8F,2017
W,Points,979,70KG,8F,2017
W,Points,979,70KG,F,2017
W,Points,979,70KG,F,2017
W,Points,979,82KG,SF,2017
W,Points,979,100KG,4F,2017
W,Points,979,100KG,SF,2017
W,Points,979,85KG,4F,2017
W,Points,979,85KG,R1,2017
W,Points,979,85KG,SF,2017
W,Points,979,85KG,F,2017
W,Points,979,70KG,F,2017
W,Points,979,70KG,F,2017
W,Points,979,76KG,F,2017
W,Points,979,100KG,4F,2017
W,Points,979,88KG,SF,2017
W,Points,979,ABS,8F,2017
W,Points,979,70KG,F,2017
W,Points,979,70KG,F,2017
W,Points,979,76KG,8F,2017
W,Points,979,88KG,4F,2017
W,Points,979,88KG,4F,2017
W,Points,979,88KG,SF,2017
W,Points,979,100KG,4F,2017
W,Points,979,100KG,SF,2017
W,Points,979,82KG,SF,2017
W,Points,979,ABS,4F,2017
W,Points,979,82KG,F,2017
W,Points,979,85KG,4F,2017
W,Points,979,85KG,RR,2017
W,Points,979,85KG,3RD,2017
W,Points,979,99KG,E1,2017
W,Points,979,99KG,4F,2017
W,Points,979,88KG,3RD,2017
W,Points,979,77KG,E1,2017
W,Points,979,66KG,E1,2017
W,Points,979,66KG,E1,2017
W,Points,979,66KG,SF,2017
W,Points,979,66KG,SF,2017
W,Points,979,66KG,F,2017
W,Points,979,66KG,F,2017
W,Points,979,60+KG,SF,2017
W,Points,979,ABS,SPF,2017
W,Points,979,94KG,RPC,2017
W,Points,979,94KG,3RD,2017
W,Points,979,76KG,4F,2018
W,Points,979,76KG,F,2018
W,Points,979,85KG,SPF,2018
W,Points,979,69KG,RR,2018
W,Points,979,69KG,RR,2018
W,Points,979,85KG,RR,2018
W,Points,979,85KG,4F,2018
W,Points,979,94KG,SF,2018
W,Points,979,76KG,R2,2018
W,Points,979,82KG,R2,2018
W,Points,979,88KG,F,2018
W,Points,979,82KG,SPF,2018
W,Points,979,82KG,F,2018
W,Points,979,O83KG,F,2018
W,Points,979,100KG,4F,2019
W,Points,979,82KG,SF,2019
W,Points,979,O94KG,SF,2019
W,Points,979,82KG,R1,2019
W,Points,979,82KG,SF,2019
W,Points,979,O100KG,4F,2019
W,Points,979,O70KG,SF,2019
W,Points,979,ABS,4F,2019
W,Points,979,ABS,F,2019
W,Points,979,82KG,R2,2019
W,Points,979,82KG,R3,2019
W,Points,979,82KG,4F,2019
W,Points,979,82KG,4F,2019
W,Points,979,82KG,SF,2019
W,Points,979,76KG,R1,2019
W,Points,979,82KG,R1,2019
W,Points,979,82KG,R2,2019
W,Points,979,ABS,F,2019
W,Points,979,O60KG,4F,2019
W,Points,979,ABS,SPF,2019
W,Points,979,ABS,SF,2019
W,Points,979,88KG,SF,2020
W,Points,979,88KG,F,2020
W,Points,979,ABS,SPF,2020
W,Points,979,86KG,4F,2020
W,Points,979,86KG,4F,2020
W,Points,979,88KG,SF,2020
W,Points,979,70KG,SPF,2021
W,Points,979,85KG,RR,2021
W,Points,979,85KG,R2,2021
W,Points,979,ABS,F,2021
W,Points,979,ABS,82KG,2021